context,test,location,line,tag,nodeText,message
tei:TEI,"string(.) = substring-before($fileName, '.xml')",/TEI[1],,,,"The xml:id of the TEI element should be equal to the name of the file, without the file extension. Currently the value of xml:id is ""st_0000000001"" whilst the file name is ""step_TRctSR.xml"""
tei:TEI,string(.) = 'researchScenario' or . = 'researchStep',/TEI[1],,,,"TEI/@type should be either ""researchScenario"" or ""researchStep"". The current value of TEI/@type is ""researchStep"""
tei:change,tei:date and tei:persName and tei:affiliation and tei:desc,/TEI[1]/teiHeader[1]/revisionDesc[1]/change[1],33,{http://www.tei-c.org/ns/1.0}change,,"When recording a revision, some precise metadata must be given : the date of the revision, the name of the responsibe and his/her affiliation and a description."
tei:event/tei:head,string-length(.) < 100,/TEI[1]/text[1]/body[1]/listEvent[1]/event[1]/head[1],41,{http://www.tei-c.org/ns/1.0}head,"The researcher compresses the search result as a dataset into his personal folder (Personal Workspace) of D4Science, in one of the formats supported by RUBRICA (XML-RDF, TTL, NTriple).",The title is too long: 100 characters maximum
tei:event/tei:head,"matches(., '(^\w*(ing|ion|ment|ments) )|( \w*(ing|ion|ment|ments$))')",/TEI[1]/text[1]/body[1]/listEvent[1]/event[1]/head[1],41,{http://www.tei-c.org/ns/1.0}head,"The researcher compresses the search result as a dataset into his personal folder (Personal Workspace) of D4Science, in one of the formats supported by RUBRICA (XML-RDF, TTL, NTriple).","The title of a step should describe the action to perform, starting or ending with a gerund (or an infinitive), or a noun ."
tei:linkGrp/tei:ref,tei:term,/TEI[1]/text[1]/body[1]/listEvent[1]/event[1]/linkGrp[1]/ref[1],49,{http://www.tei-c.org/ns/1.0}ref,"                            
                        ","It is possible to add terms to resources, for instance a standard or a technique."
tei:titleStmt,not(tei:sponsor),/TEI[1]/teiHeader[1]/fileDesc[1]/titleStmt[1],7,{http://www.tei-c.org/ns/1.0}titleStmt,"
                ",The main sponsor of the SSK is the PARTHENOS project. All scenarios and steps should record this information.
tei:sourceDesc,child::*,/TEI[1]/teiHeader[1]/fileDesc[1]/sourceDesc[1],27,{http://www.tei-c.org/ns/1.0}sourceDesc,"
                ","sourceDesc in mandatory in TEI, so if you want to give details on the way the scenario was conceived, it is the appropriate location."
