location,line,role,message
/TEI[1]/teiHeader[1]/revisionDesc[1]/change[1],36,information,"When recording a revision, some precise metadata must be given : the date of the revision, the name of the responsibe and his/her affiliation and a description."
/TEI[1]/text[1]/body[1]/listEvent[1]/event[1]/head[1],43,information,"The title of a step should describe the action to perform, starting or ending with a gerund (or an infinitive), or a noun ."
/TEI[1]/teiHeader[1]/fileDesc[1]/sourceDesc[1],31,information,"sourceDesc in mandatory in TEI, so if you want to give details on the way the scenario was conceived, it is the appropriate location."
